timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,150,6,price20_bull+volatility+pin_bull,218,0.12844037,4.52984604,61,0.04918033,1.57828541,0.01686598,18,0.00000000,0.00000000,0.00000000
h4,150,6,ema20_rising+volatility+pin_bull,218,0.12844037,4.52984604,61,0.04918033,1.57828541,0.01686598,18,0.00000000,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_target_relative_up,293,0.12627986,4.45364921,90,0.06666667,2.13945355,0.03090993,66,0.04545455,3.32960495,0.01557827
h4,150,6,pin_bull+mtf_adx25,585,0.12478632,4.40097496,78,0.05128205,1.64573350,0.02012101,117,0.07692308,5.63471607,0.04099517
h4,150,6,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_bull,153,0.12418301,4.37969708,34,0.08823529,2.83162970,0.03046594,25,0.00000000,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_group_bull,266,0.12406015,4.37536418,86,0.06976744,2.23896302,0.03236541,70,0.02857143,2.09289454,0.00787061
h4,150,6,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,0.12359551,4.35897704,40,0.10000000,3.20918033,0.03957953,29,0.00000000,0.00000000,0.00000000
h4,150,6,price20_bull+adx25+pin_bull+mtf_adx25,147,0.12244898,4.31854126,14,0.07142857,2.29227166,0.01272222,27,0.07407407,5.42602288,0.02055465
h4,150,6,ema20_rising+adx25+pin_bull+mtf_adx25,147,0.12244898,4.31854126,14,0.07142857,2.29227166,0.01272222,27,0.07407407,5.42602288,0.02055465
h4,150,6,atr_expand+engulf_bull+mtf_adx_rising,188,0.12234043,4.31471277,36,0.05555556,1.78287796,0.01536999,17,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25,330,0.12121212,4.27491964,44,0.02272727,0.72935917,0.00402325,57,0.03508772,2.57022136,0.00967566
h4,150,6,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+horizontal_break_up,165,0.12121212,4.27491964,26,0.07692308,2.46860025,0.02135509,15,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_group_bull,165,0.12121212,4.27491964,50,0.08000000,2.56734426,0.03154951,43,0.02325581,1.70351881,0.00411709
h4,150,6,dmi_adx_bull+pin_bull+mtf_adx25,124,0.12096774,4.26630085,13,0.00000000,0.00000000,0.00000000,10,0.10000000,7.32513089,0.01787621
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_target_relative_up,174,0.12068966,4.25649326,46,0.10869565,3.48823949,0.04733146,37,0.02702703,1.97976511,0.00478697
h4,150,6,adx25+atr_expand+engulf_bull,176,0.11931818,4.20812402,39,0.02564103,0.82286675,0.00454070,18,0.00000000,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+mtf_volatility,697,0.11908178,4.19978654,112,0.11607143,3.72494145,0.06910034,83,0.00000000,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.11842105,4.17648399,57,0.10526316,3.37808456,0.04914466,35,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_bull,136,0.11764706,4.14918671,18,0.00000000,0.00000000,0.00000000,28,0.03571429,2.61611818,0.00633252
h4,150,6,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_adx_rising,162,0.11728395,4.13638057,27,0.07407407,2.37717061,0.02055465,16,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+atr_expand+horizontal_break_up,171,0.11695906,4.12492246,26,0.07692308,2.46860025,0.02135509,15,0.00000000,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,0.11656442,4.11100401,27,0.07407407,2.37717061,0.02055465,16,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx_rising,181,0.11602210,4.09187750,41,0.07317073,2.34818073,0.02519783,48,0.02083333,1.52606894,0.00368711
h4,150,6,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,0.11570248,4.08060511,19,0.10526316,3.37808456,0.02935856,22,0.00000000,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_group_return_up,321,0.11526480,4.06516891,90,0.06666667,2.13945355,0.03090993,75,0.02666667,1.95336824,0.00734369
h4,150,6,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,0.11470588,4.04545704,106,0.07547170,2.42202289,0.03873684,83,0.01204819,0.88254589,0.00212998
h4,150,6,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,0.11450382,4.03833057,37,0.16216216,5.20407621,0.07651207,25,0.00000000,0.00000000,0.00000000
h4,150,6,price20_bull+dmi_adx_bull+pin_bull+cross_group_bull,131,0.11450382,4.03833057,40,0.02500000,0.80229508,0.00442683,14,0.00000000,0.00000000,0.00000000
h4,150,6,ema20_rising+dmi_adx_bull+pin_bull+cross_group_bull,131,0.11450382,4.03833057,40,0.02500000,0.80229508,0.00442683,14,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_group_return_up,201,0.11442786,4.03565175,52,0.07692308,2.46860025,0.03031935,47,0.02127660,1.55853849,0.00376577
h4,150,6,pin_bull+mtf_adx_rising,639,0.11424100,4.02906158,176,0.05681818,1.82339791,0.03115195,133,0.06015038,4.40609377,0.03079118
h4,150,6,pin_bull+mtf_adx25+cross_group_bull,237,0.11392405,4.01788333,30,0.06666667,2.13945355,0.01847702,62,0.03225806,2.36294545,0.00889137
h4,150,6,pin_bull+mtf_adx25+cross_group_return_up,281,0.11387900,4.01629460,33,0.06060606,1.94495777,0.01678088,69,0.02898551,2.12322634,0.00798520
h4,150,6,ichimoku_cloud_bull+dmi_adx_bull+pin_bull+mtf_adx_rising,123,0.11382114,4.01425380,24,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,150,6,dmi_adx_bull+pin_bull+cross_group_bull,132,0.11363636,4.00773716,41,0.02439024,0.78272691,0.00431853,14,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_return_up,161,0.11180124,3.94301594,21,0.00000000,0.00000000,-0.00000000,32,0.03125000,2.28910340,0.00553786
h4,150,6,atr_expand+elliott_wave3_bull+mtf_adx_rising+cross_group_bull,234,0.11111111,3.91867633,40,0.07500000,2.40688525,0.02583603,22,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.11006289,3.88170769,70,0.12857143,4.12608899,0.06914100,53,0.00000000,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+dmi_adx_bull+pin_bull,155,0.10967742,3.86811277,30,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,150,6,pin_bull+elliott_pullback_bull+cross_group_bull,138,0.10869565,3.83348772,34,0.11764706,3.77550627,0.04671447,32,0.00000000,0.00000000,0.00000000
h4,150,6,price20_bull+pin_bull+mtf_adx25+cross_group_bull,175,0.10857143,3.82910659,25,0.04000000,1.28367213,0.00709623,41,0.00000000,0.00000000,-0.00000000
h4,150,6,ema20_rising+pin_bull+mtf_adx25+cross_group_bull,175,0.10857143,3.82910659,25,0.04000000,1.28367213,0.00709623,41,0.00000000,0.00000000,-0.00000000
h4,150,6,price20_bull+dmi_adx_bull+pin_bull+cross_target_relative_up,129,0.10852713,3.82754433,32,0.03125000,1.00286885,0.00553786,8,0.00000000,0.00000000,0.00000000
h4,150,6,ema20_rising+dmi_adx_bull+pin_bull+cross_target_relative_up,129,0.10852713,3.82754433,32,0.03125000,1.00286885,0.00553786,8,0.00000000,0.00000000,0.00000000
h4,150,6,price20_bull+adx25+pin_bull+cross_target_relative_up,157,0.10828025,3.81883745,40,0.02500000,0.80229508,0.00442683,24,0.04166667,3.05213787,0.00739346
h4,150,6,ema20_rising+adx25+pin_bull+cross_target_relative_up,157,0.10828025,3.81883745,40,0.02500000,0.80229508,0.00442683,24,0.04166667,3.05213787,0.00739346
h4,150,6,atr_expand+engulf_bull+cross_target_relative_up,139,0.10791367,3.80590867,30,0.10000000,3.20918033,0.03459989,16,0.06250000,4.57820681,0.01111934
h4,150,6,price20_bull+pin_bull+mtf_adx_rising+cross_group_bull,204,0.10784314,3.80342115,72,0.02777778,0.89143898,0.00765102,38,0.00000000,0.00000000,0.00000000
h4,150,6,ema20_rising+pin_bull+mtf_adx_rising+cross_group_bull,204,0.10784314,3.80342115,72,0.02777778,0.89143898,0.00765102,38,0.00000000,0.00000000,0.00000000
h4,150,6,mtf_trend_bull+horizontal_break_up+atr_expand,260,0.10769231,3.79810168,50,0.08000000,2.56734426,0.03154951,30,0.00000000,0.00000000,0.00000000
h4,150,12,adx25+volatility+pin_bull+mtf_volatility,159,0.34591195,4.68801256,23,0.30434783,3.91710259,0.15604024,28,0.17857143,3.72894456,0.07878502
h4,150,12,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,0.33593750,4.55283265,17,0.17647059,2.27126117,0.06191127,22,0.18181818,3.79674355,0.07306885
h4,150,12,volatility+pin_bull+mtf_volatility,246,0.32520325,4.40735548,41,0.31707317,4.08088389,0.19564614,36,0.16666667,3.48034826,0.07870448
h4,150,12,adx25+pin_bull+mtf_volatility,254,0.30708661,4.16182761,43,0.30232558,3.89107533,0.18602000,48,0.27083333,5.65556592,0.16565958
h4,150,12,adx25+volatility+pin_bull+mtf_adx25,163,0.30674847,4.15724482,12,0.25000000,3.21761999,0.08894167,28,0.14285714,2.98315565,0.05699005
h4,150,12,volatility+pin_bull+mtf_trend_bull+cross_group_bull,128,0.29687500,4.02343350,36,0.13888889,1.78756666,0.06081815,32,0.21875000,4.56795709,0.11023836
h4,150,12,adx25+pin_bull+mtf_adx25+cross_target_relative_up,135,0.29629630,4.01559055,10,0.30000000,3.86114398,0.10779127,36,0.16666667,3.48034826,0.07870448
h4,150,12,ichimoku_cloud_bull+volatility+pin_bull+cross_group_return_up,127,0.29133858,3.94840055,36,0.16666667,2.14507999,0.07870448,29,0.27586207,5.76057643,0.14698755
h4,150,12,volatility+pin_bull+cross_group_bull,202,0.28712871,3.89134579,57,0.15789474,2.03218104,0.08535796,40,0.20000000,4.17641791,0.10499990
h4,150,12,atr_expand+pin_bull,126,0.28571429,3.87217660,17,0.29411765,3.78543528,0.13279990,24,0.04166667,0.87008706,0.00739346
h4,150,12,pin_bull+mtf_volatility+cross_group_bull,211,0.28436019,3.85382506,45,0.13333333,1.71606399,0.06257149,47,0.14893617,3.11009844,0.07406720
h4,150,12,adx25+pin_bull+mtf_adx25,310,0.28064516,3.80347670,30,0.30000000,3.86114398,0.16664748,67,0.16417910,3.42840276,0.09422612
h4,150,12,adx25+pin_bull+mtf_adx25+cross_group_return_up,137,0.27737226,3.75912035,13,0.23076923,2.97011076,0.08179529,38,0.07894737,1.64858602,0.02721460
h4,150,12,adx25+volatility+pin_bull,268,0.27611940,3.74214082,71,0.21126761,2.71911548,0.13242551,57,0.17543860,3.66352448,0.09818852
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx25,149,0.27516779,3.72924391,11,0.00000000,0.00000000,0.00000000,30,0.06666667,1.39213930,0.01847702
h4,150,12,adx25+volatility+pin_bull+cross_group_return_up,128,0.27343750,3.70579402,39,0.20512821,2.64009845,0.10779718,34,0.20588235,4.29925373,0.10349527
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,0.26808511,3.63325507,52,0.30769231,3.96014768,0.19914728,36,0.11111111,2.32023217,0.04406640
h4,150,12,sma_stack_bull+volatility+pin_bull,157,0.26751592,3.62554115,36,0.00000000,0.00000000,0.00000000,19,0.10526316,2.19811469,0.02935856
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_volatility+cross_group_return_up,131,0.26717557,3.62092850,25,0.20000000,2.57409599,0.08860585,22,0.13636364,2.84755767,0.04749004
h4,150,12,volatility+pin_bull+mtf_adx25,250,0.26400000,3.57789118,28,0.14285714,1.83863999,0.05699005,35,0.20000000,4.17641791,0.10042446
h4,150,12,volatility+pin_bull+cross_group_return_up,235,0.26382979,3.57558435,61,0.14754098,1.89892327,0.07961169,43,0.23255814,4.85629990,0.13153678
h4,150,12,volatility+pin_bull+mtf_trend_bull+cross_group_return_up,148,0.26351351,3.57129802,37,0.13513514,1.73925405,0.05913294,34,0.26470588,5.52761194,0.14601191
h4,150,12,ichimoku_cloud_bull+volatility+pin_bull,243,0.26337449,3.56941382,66,0.15151515,1.95007272,0.08443637,59,0.18644068,3.89327093,0.10742722
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull+cross_group_bull,137,0.26277372,3.56127191,37,0.21621622,2.78280648,0.11386512,36,0.13888889,2.90029022,0.06081815
h4,150,12,pin_bull+mtf_volatility+cross_group_return_up,250,0.26000000,3.52368071,49,0.12244898,1.57597714,0.05734826,53,0.15094340,3.15201352,0.07852418
h4,150,12,adx25+pin_bull+mtf_trend_bull+cross_group_bull,151,0.25827815,3.50034508,41,0.14634146,1.88348487,0.06884248,47,0.12765957,2.66579867,0.05984604
h4,150,12,pin_bull+mtf_volatility,488,0.25819672,3.49924156,111,0.28828829,3.71040863,0.21222332,86,0.20930233,4.37066991,0.13669816
h4,150,12,price20_bull+volatility+pin_bull+cross_group_bull,139,0.25179856,3.41252974,45,0.15555556,2.00207466,0.07745423,10,0.20000000,4.17641791,0.05668215
h4,150,12,ichimoku_cloud_bull+volatility+pin_bull+mtf_trend_bull,184,0.25000000,3.38815453,37,0.10810811,1.39140324,0.04285190,52,0.17307692,3.61420781,0.09382474
h4,150,12,sma_stack_bull+pin_bull+mtf_volatility,140,0.25000000,3.38815453,19,0.21052632,2.70957473,0.08507677,13,0.07692308,1.60631458,0.01371042
h4,150,12,adx25+pin_bull+cross_group_bull,237,0.24894515,3.37385852,71,0.18309859,2.35656675,0.11024726,66,0.13636364,2.84755767,0.07343320
h4,150,12,volatility+pin_bull,479,0.24843424,3.36693435,119,0.18487395,2.37941646,0.12537708,82,0.17073171,3.56523480,0.10451595
h4,150,12,adx25+volatility+pin_bull+mtf_trend_bull,149,0.24832215,3.36541524,37,0.13513514,1.73925405,0.05913294,47,0.17021277,3.55439822,0.08886364
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_bull,136,0.24264706,3.28850292,18,0.00000000,0.00000000,0.00000000,28,0.14285714,2.98315565,0.05699005
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_target_relative_up,161,0.24223602,3.28293234,19,0.10526316,1.35478736,0.02935856,30,0.06666667,1.39213930,0.01847702
h4,150,12,volatility+pin_bull+mtf_trend_bull+cross_target_relative_up,121,0.23966942,3.24814814,27,0.14814815,1.90673777,0.05915928,37,0.18918919,3.95066559,0.09479979
h4,150,12,sma_stack_bull+volatility+pin_bull+mtf_trend_bull,135,0.23703704,3.21247244,30,0.00000000,0.00000000,0.00000000,19,0.10526316,2.19811469,0.02935856
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull+cross_target_relative_up,127,0.23622047,3.20140585,36,0.16666667,2.14507999,0.07870448,32,0.15625000,3.26282649,0.06864420
h4,150,12,volatility+pin_bull+cross_target_relative_up,204,0.23529412,3.18885132,64,0.18750000,2.41321499,0.11064643,46,0.19565217,4.08562622,0.10650610
h4,150,12,price20_bull+pin_bull+mtf_volatility+cross_group_bull,137,0.23357664,3.16557503,31,0.03225806,0.41517677,0.00571722,27,0.14814815,3.09364290,0.05915928
h4,150,12,pin_bull+mtf_adx25+cross_group_bull,237,0.23206751,3.14512235,30,0.10000000,1.28704799,0.03459989,62,0.11290323,2.35765527,0.05577864
h4,150,12,pin_bull+mtf_adx25+cross_target_relative_up,281,0.23131673,3.13494725,33,0.18181818,2.34008726,0.08610768,61,0.13114754,2.73863470,0.06798077
h4,150,12,price20_bull+adx25+pin_bull+mtf_adx25,147,0.23129252,3.13461916,14,0.14285714,1.83863999,0.04009392,27,0.11111111,2.32023217,0.03852035
h4,150,12,pin_bull+mtf_volatility+cross_target_relative_up,234,0.23076923,3.12752726,56,0.26785714,3.44744999,0.16957305,44,0.25000000,5.22052239,0.14574214
h4,150,12,price20_bull+volatility+pin_bull+cross_group_return_up,156,0.23076923,3.12752726,48,0.14583333,1.87694499,0.07248249,13,0.30769231,6.42525832,0.12680704
h4,150,12,adx25+pin_bull,588,0.22619048,3.06547314,149,0.18791946,2.41861368,0.13333675,130,0.16153846,3.37326062,0.10815119
h4,150,12,adx25+pin_bull+cross_group_return_up,284,0.22535211,3.05411112,76,0.17105263,2.20152946,0.10278019,75,0.13333333,2.78427861,0.07406585
h4,150,12,adx25+pin_bull+cross_target_relative_up,262,0.22519084,3.05192545,73,0.20547945,2.64461917,0.12866972,63,0.20634921,4.30900261,0.12475320
h4,150,12,macd_cross_up+elliott_wave5_bull+mtf_volatility+cross_group_return_up,120,0.22500000,3.04933908,14,0.14285714,1.83863999,0.04009392,22,0.00000000,0.00000000,0.00000000
h4,150,12,pin_bull+mtf_adx25,585,0.22393162,3.03485978,78,0.16666667,2.14507999,0.10006945,117,0.15384615,3.21262916,0.09958656
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull,306,0.22222222,3.01169291,75,0.13333333,1.71606399,0.07406585,71,0.11267606,2.35291150,0.05821272
h4,150,12,price20_bull+pin_bull+mtf_adx25+cross_target_relative_up,176,0.22159091,3.00313697,18,0.11111111,1.43005333,0.03101952,37,0.10810811,2.25752319,0.04285190
h4,150,12,volatility+pin_bull+mtf_trend_bull,299,0.22073579,2.99154781,58,0.10344828,1.33142896,0.04828141,69,0.17391304,3.63166775,0.10238369
h4,150,12,pin_bull+mtf_adx25+cross_group_return_up,281,0.22064057,2.99025738,33,0.09090909,1.17004363,0.03140394,69,0.11594203,2.42111183,0.05993498
h4,150,12,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,0.22058824,2.98954811,106,0.13207547,1.69987471,0.08033205,83,0.09638554,2.01273152,0.04965274
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_trend_bull+cross_group_bull,241,0.21991701,2.98045129,67,0.07462687,0.96048358,0.03229605,73,0.09589041,2.00239215,0.04722895
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull+cross_group_return_up,164,0.21951220,2.97496495,40,0.20000000,2.57409599,0.10499990,43,0.13953488,2.91377994,0.06555723
h4,150,12,ichimoku_cloud_bull+di_spread_up3+pin_bull,142,0.21830986,2.95867015,45,0.15555556,2.00207466,0.07745423,28,0.17857143,3.72894456,0.07878502
h4,150,12,ichimoku_cloud_bull+adx25+pin_bull+mtf_trend_bull,225,0.21777778,2.95145906,45,0.08888889,1.14404266,0.03511112,60,0.10000000,2.08820896,0.04664283
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_return_up,161,0.21739130,2.94622133,21,0.00000000,0.00000000,-0.00000000,32,0.15625000,3.26282649,0.06864420
h4,150,12,price20_bull+pin_bull+mtf_adx25+cross_group_bull,175,0.21714286,2.94285422,25,0.08000000,1.02963840,0.02222040,41,0.07317073,1.52795777,0.02519783
h4,150,12,adx25+pin_bull+mtf_trend_bull+cross_group_return_up,180,0.21666667,2.93640059,42,0.14285714,1.83863999,0.06715967,52,0.13461538,2.81105052,0.06676882
h4,150,12,price20_bull+pin_bull+mtf_volatility+cross_group_return_up,162,0.21604938,2.92803478,34,0.02941176,0.37854353,0.00521091,31,0.16129032,3.36807896,0.07092624
h4,150,12,ichimoku_cloud_bull+pin_bull+mtf_adx25,330,0.21515152,2.91586632,44,0.06818182,0.87753272,0.02345940,57,0.12280702,2.56446714,0.06078060
h4,150,12,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,0.21374046,2.89674280,37,0.18918919,2.43495567,0.09479979,25,0.16000000,3.34113433,0.06403451
h4,150,12,adx25+horizontal_break_up+mtf_trend_bull+cross_group_bull,613,0.21370310,2.89623650,133,0.07518797,0.96770526,0.04135080,87,0.05747126,1.20012009,0.02479564
h4,150,12,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_trend_bull,765,0.21176471,2.86996619,122,0.04918033,0.63297442,0.02273217,90,0.01111111,0.23202322,0.00196408
h4,150,12,price20_bull+volatility+pin_bull+mtf_trend_bull,147,0.21088435,2.85803511,38,0.15789474,2.03218104,0.07443863,18,0.22222222,4.64046434,0.09000928
h4,150,12,sma_stack_bull+pin_bull+cross_group_bull,235,0.20851064,2.82586505,73,0.02739726,0.35261589,0.00754576,45,0.06666667,1.39213930,0.02293203
h4,150,12,di_spread_up3+pin_bull+cross_group_bull,178,0.20786517,2.81711725,58,0.15517241,1.99714344,0.08384492,40,0.07500000,1.56615672,0.02583603
h4,150,12,pin_bull+cross_group_bull,569,0.20738137,2.81056052,173,0.10982659,1.41352092,0.07144558,146,0.11643836,2.43147618,0.07398187
h4,150,12,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.20588235,2.79024491,24,0.20833333,2.68134999,0.09244825,15,0.00000000,0.00000000,0.00000000
h4,150,12,price20_bull+pin_bull+mtf_volatility,248,0.20564516,2.78703034,51,0.05882353,0.75708706,0.02020664,42,0.16666667,3.48034826,0.08315917
h4,150,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,720,0.20555556,2.78581595,150,0.07333333,0.94383520,0.04143882,154,0.03246753,0.67798992,0.01394636
h4,150,12,adx25+horizontal_break_up+mtf_trend_bull+cross_group_return_up,706,0.20538244,2.78346973,154,0.07792208,1.00289454,0.04513429,95,0.05263158,1.09905734,0.02268811
h4,150,12,price20_bull+pin_bull+mtf_adx25+cross_group_return_up,205,0.20487805,2.77663395,27,0.07407407,0.95336888,0.02055465,45,0.08888889,1.85618574,0.03511112
h4,150,12,ichimoku_cloud_bull+macd_cross_up+elliott_wave5_bull+mtf_volatility,127,0.20472441,2.77455174,15,0.06666667,0.85803200,0.01186690,14,0.00000000,0.00000000,0.00000000
h4,150,12,adx25+pin_bull+mtf_trend_bull+cross_target_relative_up,137,0.20437956,2.76987815,36,0.08333333,1.07254000,0.02874861,42,0.16666667,3.48034826,0.08315917
h4,150,12,sma_stack_bull+adx25+horizontal_break_up+mtf_volatility,344,0.20348837,2.75780020,54,0.07407407,0.95336888,0.02918153,42,0.00000000,0.00000000,-0.00000000
h4,150,12,pin_bull+elliott_pullback_bull+cross_group_bull,138,0.20289855,2.74980657,34,0.14705882,1.89271764,0.06449441,32,0.18750000,3.91539179,0.08889545
h4,150,12,ichimoku_cloud_bull+pin_bull+cross_group_return_up,406,0.20197044,2.73722829,119,0.12605042,1.62232941,0.07789721,99,0.10101010,2.10930197,0.05579668
h4,150,12,sma_stack_bull+adx25+pin_bull,208,0.20192308,2.73658635,52,0.03846154,0.49501846,0.01061171,26,0.03846154,0.80315729,0.00682198
h4,150,12,price20_bull+volatility+pin_bull,218,0.20183486,2.73539081,61,0.13114754,1.68793180,0.06798077,18,0.22222222,4.64046434,0.09000928
h4,150,12,adx25+atr_expand+horizontal_break_up+mtf_trend_bull,144,0.20138889,2.72934670,22,0.27272727,3.51013089,0.13150760,12,0.16666667,3.48034826,0.04696514
h4,150,12,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+mtf_trend_bull,159,0.20125786,2.72757094,32,0.12500000,1.60880999,0.04970134,28,0.03571429,0.74578891,0.00633252
h4,150,12,sma_stack_bull+adx25+breakout20_up+mtf_volatility,348,0.20114943,2.72610134,57,0.07017544,0.90319158,0.02762642,43,0.00000000,0.00000000,0.00000000
h4,150,12,sma_stack_bull+adx25+breakout_up20+mtf_volatility,348,0.20114943,2.72610134,57,0.07017544,0.90319158,0.02762642,43,0.00000000,0.00000000,0.00000000
h4,150,12,pin_bull+mtf_trend_bull+cross_group_bull,363,0.20110193,2.72545764,99,0.07070707,0.91003394,0.03467023,104,0.12500000,2.61026119,0.07452603
h4,150,12,di_spread_up3+pin_bull,240,0.20000000,2.71052362,69,0.15942029,2.05181564,0.09141824,49,0.12244898,2.55699056,0.05734826
h4,150,12,sma_stack_bull+adx25+retest_up+mtf_volatility,347,0.19884726,2.69490101,57,0.07017544,0.90319158,0.02762642,42,0.00000000,0.00000000,-0.00000000
h4,150,12,ichimoku_cloud_bull+di_spread_up3+pin_bull+cross_group_return_up,121,0.19834711,2.68812260,39,0.17948718,2.31008614,0.08977265,26,0.15384615,3.21262916,0.06150034
h4,150,12,sma_stack_bull+adx25+horizontal_break_up+mtf_trend_bull,848,0.19811321,2.68495265,186,0.04838710,0.62276516,0.02566251,103,0.01941748,0.40547747,0.00534123
h4,150,12,price20_bull+pin_bull+mtf_adx25,318,0.19811321,2.68495265,44,0.09090909,1.17004363,0.03592219,68,0.10294118,2.14962687,0.05076577
h4,150,12,ichimoku_cloud_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,853,0.19695193,2.66921435,175,0.06285714,0.80900160,0.03545755,178,0.02808989,0.58657555,0.01205673
h4,150,12,sma_stack_bull+pin_bull+mtf_trend_bull+cross_group_bull,193,0.19689119,2.66839113,62,0.01612903,0.20758839,0.00285287,45,0.06666667,1.39213930,0.02293203
h4,150,12,horizontal_break_up+engulf_bull+elliott_wave3_bull+cross_group_return_up,127,0.19685039,2.66783821,33,0.09090909,1.17004363,0.03140394,20,0.00000000,0.00000000,0.00000000
h4,150,12,price20_bull+di_spread_up3+pin_bull+cross_group_bull,138,0.19565217,2.65159920,46,0.13043478,1.67875825,0.06117840,26,0.07692308,1.60631458,0.02135509
h4,150,12,ichimoku_cloud_bull+adx25+breakout20_up+mtf_trend_bull,834,0.19544365,2.64877308,141,0.04964539,0.63896000,0.02425353,105,0.02857143,0.59663113,0.00976384
h4,150,12,ichimoku_cloud_bull+adx25+breakout_up20+mtf_trend_bull,834,0.19544365,2.64877308,141,0.04964539,0.63896000,0.02425353,105,0.02857143,0.59663113,0.00976384
h4,150,12,volatility+horizontal_break_up+mtf_trend_bull+cross_group_bull,302,0.19536424,2.64769692,81,0.14814815,1.90673777,0.08682708,77,0.09090909,1.89837178,0.04473571
h4,200,1,nr4+pin_bull+mtf_adx25,138,0.02898551,40.40630562,21,0.00000000,0.00000000,-0.00000000,18,0.00000000,,0.00000000
h4,200,1,adx25+nr4+pin_bull,147,0.02721088,37.93245017,27,0.00000000,0.00000000,0.00000000,27,0.00000000,,0.00000000
h4,200,1,adx25+volatility+pin_bull+mtf_adx25,163,0.02453988,34.20901948,12,0.00000000,0.00000000,0.00000000,28,0.00000000,,0.00000000
h4,200,1,adx_up3+atr_expand+pullback_bull+mtf_volatility,141,0.02127660,29.65994774,24,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,200,1,adx25+volatility+pin_bull+mtf_volatility,159,0.01886792,26.30221781,23,0.00000000,0.00000000,0.00000000,28,0.00000000,,0.00000000
h4,200,1,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,226,0.01769912,24.67287688,39,0.02564103,31.37179487,0.00454070,27,0.00000000,,0.00000000
h4,200,1,adx25+volatility+pin_bull+mtf_adx_rising,174,0.01724138,24.03478524,46,0.00000000,0.00000000,0.00000000,45,0.00000000,,0.00000000
h4,200,1,macd_bull+nr4+pin_bull,178,0.01685393,23.49467771,51,0.00000000,0.00000000,0.00000000,27,0.00000000,,0.00000000
h4,200,1,adx25+pin_bull+mtf_adx25,310,0.01612903,22.48415393,30,0.00000000,0.00000000,0.00000000,67,0.00000000,,0.00000000
