timeframe,direction,horizon_bars,base_feature,added_feature,disc_n,disc_rate,disc_increment,val_n,val_rate,val_increment,oos_n,oos_rate,oos_increment
h4,bull,1,pin_bull,trend_bull,644,0.09006211,-0.03595716,190,0.08421053,-0.02948456,117,0.02564103,-0.02471869
h4,bull,1,pin_bull,price20_bull,777,0.09781210,-0.02820718,217,0.11981567,0.00612058,152,0.01973684,-0.03062287
h4,bull,1,pin_bull,price200_bull,841,0.08917955,-0.03683973,259,0.09652510,-0.01716999,152,0.03289474,-0.01746498
h4,bull,1,pin_bull,ema20_rising,777,0.09781210,-0.02820718,217,0.11981567,0.00612058,152,0.01973684,-0.03062287
h4,bull,1,pin_bull,ema200_rising,841,0.08917955,-0.03683973,259,0.09652510,-0.01716999,152,0.03289474,-0.01746498
h4,bull,1,pin_bull,momentum_bull,520,0.08461538,-0.04140389,155,0.12258065,0.00888555,105,0.00952381,-0.04083590
h4,bull,1,pin_bull,rsi60,388,0.08505155,-0.04096773,109,0.14678899,0.03309390,69,0.01449275,-0.03586696
h4,bull,1,pin_bull,macd_bull,645,0.10387597,-0.02214330,203,0.13793103,0.02423594,131,0.03816794,-0.01219177
h4,bull,1,pin_bull,macd_rising,686,0.13411079,0.00809151,216,0.11574074,0.00204565,135,0.06666667,0.01630695
h4,bull,1,pin_bull,adx25,588,0.15646259,0.03044331,149,0.12751678,0.01382169,130,0.05384615,0.00348644
h4,bull,1,pin_bull,adx_rising,640,0.14218750,0.01616823,193,0.11917098,0.00547589,140,0.06428571,0.01392600
h4,bull,1,pin_bull,di_bull,581,0.09810671,-0.02791256,173,0.13294798,0.01925289,82,0.01219512,-0.03816459
h4,bull,1,pin_bull,di_strong_bull,389,0.08997429,-0.03604498,115,0.16521739,0.05152230,42,,
h4,bull,1,pin_bull,volatility,479,0.18997912,0.06395985,119,0.14285714,0.02916205,82,0.08536585,0.03500614
h4,bull,1,pin_bull,bb_bull,764,0.09162304,-0.03439624,214,0.13551402,0.02181893,154,0.02597403,-0.02438569
h4,bull,1,pin_bull,bb_upper,334,0.08682635,-0.03919293,101,0.14851485,0.03481976,58,0.01724138,-0.03311833
h4,bull,1,pin_bull,body_bull,0,,,0,,,0,,
h4,bull,1,pin_bull,rsi_up1,61,0.27868852,0.15266925,19,,,3,,
h4,bull,1,pin_bull,rsi_up3,315,0.14285714,0.01683787,84,0.16666667,0.05297158,52,0.01923077,-0.03112894
h4,bull,1,pin_bull,rsi_cross50_up,17,,,8,,,3,,
h4,bull,1,pin_bull,rsi_cross55_up,19,,,9,,,3,,
h4,bull,1,pin_bull,macd_cross_up,24,,,10,,,8,,
h4,bull,1,pin_bull,macd_accel_up,686,0.13411079,0.00809151,216,0.11574074,0.00204565,135,0.06666667,0.01630695
h4,bull,1,pin_bull,adx_up3,258,0.17054264,0.04452336,65,0.12307692,0.00938183,61,0.13114754,0.08078783
h4,bull,1,pin_bull,adx_cross25_up,19,,,10,,,5,,
h4,bull,1,pin_bull,di_cross_up,13,,,5,,,2,,
h4,bull,1,pin_bull,di_spread_up3,240,0.13333333,0.00731406,69,0.15942029,0.04572520,49,,
h4,bull,1,pin_bull,ema20_slope_up3,780,0.09230769,-0.03371158,217,0.11981567,0.00612058,150,0.02000000,-0.03035971
h4,bull,1,pin_bull,price20_cross_up,14,,,8,,,3,,
h4,bull,1,pin_bull,price200_cross_up,4,,,4,,,2,,
h4,bull,1,pin_bull,breakout20_up,29,,,7,,,5,,
h4,bull,1,pin_bull,atr_expand,126,0.27777778,0.15175850,17,,,24,,
h4,bull,1,pin_bull,bb_expand,348,0.14367816,0.01765889,86,0.16279070,0.04909561,64,0.07812500,0.02776529
h4,bull,1,pin_bull,body_expand,9,,,2,,,1,,
h4,bull,1,pin_bull,sma20_bull,764,0.09162304,-0.03439624,214,0.13551402,0.02181893,154,0.02597403,-0.02438569
h4,bull,1,pin_bull,sma50_bull,764,0.09293194,-0.03308734,229,0.10917031,-0.00452478,154,0.01298701,-0.03737270
h4,bull,1,pin_bull,sma200_bull,798,0.09398496,-0.03203431,260,0.08846154,-0.02523355,136,0.03676471,-0.01359501
h4,bull,1,pin_bull,sma_stack_bull,538,0.08736059,-0.03865868,155,0.09032258,-0.02337251,93,0.02150538,-0.02885434
h4,bull,1,pin_bull,ichimoku_bull,710,0.09718310,-0.02883617,220,0.11363636,-0.00005873,134,0.00746269,-0.04289703
h4,bull,1,pin_bull,ichimoku_tk_bull,695,0.08920863,-0.03681064,201,0.13930348,0.02560839,146,0.00684932,-0.04351040
h4,bull,1,pin_bull,ichimoku_cloud_bull,793,0.12232030,-0.00369897,231,0.11255411,-0.00114098,172,0.06395349,0.01359378
h4,bull,1,pin_bull,span_model_bull,565,0.09026549,-0.03575379,159,0.13836478,0.02466969,107,0.00934579,-0.04101392
h4,bull,1,pin_bull,superbb_bull,0,,,3,,,0,,
h4,bull,1,pin_bull,superbb_squeeze,300,0.07333333,-0.05268594,83,0.10843373,-0.00526136,48,,
h4,bull,1,pin_bull,superbb_expand,348,0.14367816,0.01765889,86,0.16279070,0.04909561,64,0.07812500,0.02776529
h4,bull,1,pin_bull,stoch_bull,776,0.15077320,0.02475392,221,0.11312217,-0.00057292,145,0.05517241,0.00481270
h4,bull,1,pin_bull,stoch_cross_up,231,0.20779221,0.08177293,65,0.10769231,-0.00600278,42,,
h4,bull,1,pin_bull,stoch_recover_up,108,0.20370370,0.07768443,19,,,13,,
h4,bull,1,pin_bull,rci_bull,748,0.09491979,-0.03109949,206,0.14077670,0.02708161,156,0.04487179,-0.00548792
h4,bull,1,pin_bull,rci_strong_bull,279,0.08960573,-0.03641354,61,0.08196721,-0.03172788,47,,
h4,bull,1,pin_bull,rci_cross_up,39,,,20,,,10,,
h4,bull,1,pin_bull,dmi_adx_bull,261,0.09578544,-0.03023383,64,0.18750000,0.07380491,27,,
h4,bull,1,pin_bull,dmi_adx_strong_bull,237,0.07172996,-0.05428932,81,0.17283951,0.05914442,24,,
h4,bull,1,pin_bull,fib_above382,634,0.08832808,-0.03769120,201,0.11442786,0.00073277,127,0.00787402,-0.04248570
h4,bull,1,pin_bull,fib_above500,777,0.09137709,-0.03464218,244,0.11885246,0.00515737,154,0.01298701,-0.03737270
h4,bull,1,pin_bull,fib_above618,936,0.09508547,-0.03093380,274,0.12043796,0.00674287,192,0.02083333,-0.02952638
h4,bull,1,pin_bull,fib_retrace38_bull,0,,,0,,,0,,
h4,bull,1,pin_bull,fib_retrace62_bull,0,,,0,,,0,,
h4,bull,1,pin_bull,fib_time_zone,489,0.12678937,0.00077009,137,0.12408759,0.01039250,98,0.05102041,0.00066070
h4,bull,1,pin_bull,fib_time_5,270,0.11111111,-0.01490816,75,0.12000000,0.00630491,53,0.01886792,-0.03149179
h4,bull,1,pin_bull,fib_time_8,176,0.11363636,-0.01238291,51,0.11764706,0.00395197,42,,
h4,bull,1,pin_bull,fib_time_13,102,0.14705882,0.02103955,25,,,15,,
h4,bull,1,pin_bull,fib_fan_up,634,0.08832808,-0.03769120,201,0.11442786,0.00073277,127,0.00787402,-0.04248570
h4,bull,1,pin_bull,fib_arc_bull,777,0.09137709,-0.03464218,244,0.11885246,0.00515737,154,0.01298701,-0.03737270
h4,bull,1,pin_bull,trendline_up,733,0.09140518,-0.03461409,203,0.13300493,0.01930984,158,0.01265823,-0.03770148
h4,bull,1,pin_bull,channel_upper,412,0.08009709,-0.04592219,124,0.13709677,0.02340168,85,0.01176471,-0.03859501
h4,bull,1,pin_bull,channel_mid_bull,761,0.09067017,-0.03534910,231,0.14285714,0.02916205,163,0.02453988,-0.02581983
h4,bull,1,pin_bull,channel_breakout_up,29,,,7,,,5,,
h4,bull,1,pin_bull,horizontal_resistance_near,76,0.09210526,-0.03391401,18,,,11,,
h4,bull,1,pin_bull,horizontal_support_near,41,,,7,,,1,,
h4,bull,1,pin_bull,horizontal_break_up,16,,,5,,,3,,
h4,bull,1,pin_bull,vertical_session,854,0.11475410,-0.01126518,237,0.11814346,0.00444837,162,0.07407407,0.02371436
h4,bull,1,pin_bull,vertical_day_open,225,0.12888889,0.00286962,65,0.07692308,-0.03677201,28,,
h4,bull,1,pin_bull,vertical_week_open,52,0.13461538,0.00859611,16,,,5,,
h4,bull,1,pin_bull,rectangle_range,692,0.11560694,-0.01041234,182,0.10989011,-0.00380498,174,0.06321839,0.01285868
h4,bull,1,pin_bull,triangle_breakout_up,1,,,1,,,0,,
h4,bull,1,pin_bull,ellipse_compression,62,0.09677419,-0.02924508,10,,,7,,
h4,bull,1,pin_bull,elliott_wave2_bull,121,0.14049587,0.01447659,31,,,19,,
h4,bull,1,pin_bull,elliott_wave3_bull,35,,,5,,,3,,
h4,bull,1,pin_bull,elliott_wave4_bull,126,0.07936508,-0.04665419,27,,,30,,
h4,bull,1,pin_bull,elliott_wave5_bull,33,,,5,,,6,,
h4,bull,1,pin_bull,elliott_impulse_bull,43,,,7,,,6,,
h4,bull,1,pin_bull,elliott_pullback_bull,247,0.10931174,-0.01670753,58,0.17241379,0.05871870,49,,
h4,bull,1,pin_bull,range_compression,1098,0.12295082,-0.00306845,331,0.10876133,-0.00493376,220,0.04545455,-0.00490517
h4,bull,1,pin_bull,range_tight,77,0.07792208,-0.04809720,24,,,17,,
h4,bull,1,pin_bull,range_expansion,0,,,0,,,0,,
h4,bull,1,pin_bull,inside_bar,220,0.10000000,-0.02601927,57,0.08771930,-0.02597579,52,0.11538462,0.06502490
h4,bull,1,pin_bull,inside_2,31,,,7,,,5,,
h4,bull,1,pin_bull,nr7,153,0.13071895,0.00469968,51,0.07843137,-0.03526372,29,,
h4,bull,1,pin_bull,nr4,331,0.10876133,-0.01725794,86,0.12790698,0.01421189,64,0.04687500,-0.00348471
h4,bull,1,pin_bull,breakout_up20,29,,,7,,,5,,
h4,bull,1,pin_bull,retest_up,29,,,4,,,5,,
h4,bull,1,pin_bull,squeeze_release_up,2,,,2,,,0,,
h4,bull,1,pin_bull,engulf_bull,24,,,5,,,2,,
h4,bull,1,pin_bull,strong_close_bull,360,0.13055556,0.00453628,119,0.07563025,-0.03806484,83,0.04819277,-0.00216694
h4,bull,1,pin_bull,gap_proxy_up,10,,,3,,,2,,
h4,bull,1,pin_bull,hh20,102,0.10784314,-0.01817614,31,,,16,,
h4,bull,1,pin_bull,structure_bull_transition,245,0.14285714,0.01683787,80,0.15000000,0.03630491,53,0.07547170,0.02511199
h4,bull,1,pin_bull,compression,160,0.10625000,-0.01976927,38,,,24,,
h4,bull,1,pin_bull,shape_triangle_proxy,125,0.08000000,-0.04601927,36,,,24,,
h4,bull,1,pin_bull,mtf_trend_bull,829,0.10977081,-0.01624847,203,0.07881773,-0.03487736,199,0.06030151,0.00994180
h4,bull,1,pin_bull,mtf_price20_bull,797,0.10037641,-0.02564286,248,0.12500000,0.01130491,157,0.04458599,-0.00577372
h4,bull,1,pin_bull,mtf_price200_bull,1027,0.11002921,-0.01599006,237,0.08860759,-0.02508750,250,0.04800000,-0.00235971
h4,bull,1,pin_bull,mtf_ema20_rising,797,0.10037641,-0.02564286,248,0.12500000,0.01130491,157,0.04458599,-0.00577372
h4,bull,1,pin_bull,mtf_macd_bull,714,0.10224090,-0.02377838,185,0.10810811,-0.00558698,125,0.02400000,-0.02635971
h4,bull,1,pin_bull,mtf_macd_rising,672,0.10863095,-0.01738832,199,0.13065327,0.01695818,157,0.03821656,-0.01214315
h4,bull,1,pin_bull,mtf_rsi60,399,0.08521303,-0.04080624,103,0.08737864,-0.02631645,62,0.01612903,-0.03423068
h4,bull,1,pin_bull,mtf_adx25,585,0.14529915,0.01927987,78,0.07692308,-0.03677201,117,0.05128205,0.00092234
h4,bull,1,pin_bull,mtf_adx_rising,639,0.12832551,0.00230624,176,0.07954545,-0.03414964,133,0.05263158,0.00227187
h4,bull,1,pin_bull,mtf_di_bull,762,0.09448819,-0.03153108,234,0.11111111,-0.00258398,113,0.06194690,0.01158719
h4,bull,1,pin_bull,mtf_di_strong_bull,574,0.09233449,-0.03368478,161,0.10559006,-0.00810503,83,0.07228916,0.02192944
h4,bull,1,pin_bull,mtf_volatility,488,0.17213115,0.04611187,111,0.16216216,0.04846707,86,0.06976744,0.01940773
h4,bull,1,pin_bull,mtf_bb_bull,788,0.10659898,-0.01942029,247,0.12145749,0.00776240,142,0.04929577,-0.00106394
h4,bull,1,pin_bull,mtf_sma20_bull,788,0.10659898,-0.01942029,247,0.12145749,0.00776240,142,0.04929577,-0.00106394
h4,bull,1,pin_bull,mtf_sma50_bull,832,0.10216346,-0.02385581,264,0.09848485,-0.01521024,150,0.04666667,-0.00369305
h4,bull,1,pin_bull,mtf_sma200_bull,849,0.12367491,-0.00234436,223,0.08968610,-0.02400899,237,0.04641350,-0.00394621
h4,bull,1,pin_bull,mtf_sma_stack_bull,597,0.12060302,-0.00541626,189,0.09523810,-0.01845700,171,0.06432749,0.01396777
h4,bull,1,pin_bull,mtf_ichimoku_bull,791,0.10493047,-0.02108881,249,0.08433735,-0.02935774,154,0.04545455,-0.00490517
h4,bull,1,pin_bull,mtf_ichimoku_tk_bull,784,0.11479592,-0.01122336,245,0.09387755,-0.01981754,143,0.05594406,0.00558434
h4,bull,1,pin_bull,mtf_ichimoku_cloud_bull,905,0.11933702,-0.00668226,246,0.10975610,-0.00393899,194,0.05670103,0.00634132
h4,bull,1,pin_bull,mtf_span_model_bull,613,0.10603589,-0.01998338,208,0.08173077,-0.03196432,125,0.05600000,0.00564029
h4,bull,1,pin_bull,mtf_bb_upper,353,0.07365439,-0.05236488,104,0.11538462,0.00168952,58,0.01724138,-0.03311833
h4,bull,1,pin_bull,mtf_superbb_bull,3,,,0,,,1,,
h4,bull,1,pin_bull,mtf_superbb_squeeze,290,0.13103448,0.00501521,94,0.08510638,-0.02858871,65,0.07692308,0.02656336
h4,bull,1,pin_bull,mtf_superbb_expand,317,0.15772871,0.03170943,76,0.11842105,0.00472596,71,0.04225352,-0.00810619
h4,bull,1,pin_bull,mtf_stoch_bull,726,0.11570248,-0.01031679,197,0.13705584,0.02336075,137,0.04379562,-0.00656409
h4,bull,1,pin_bull,mtf_stoch_cross_up,268,0.13805970,0.01204043,81,0.11111111,-0.00258398,45,,
h4,bull,1,pin_bull,mtf_stoch_recover_up,84,0.15476190,0.02874263,14,,,12,,
h4,bull,1,pin_bull,mtf_rci_bull,801,0.11111111,-0.01490816,239,0.10878661,-0.00490848,159,0.05031447,-0.00004525
h4,bull,1,pin_bull,mtf_rci_strong_bull,291,0.07216495,-0.05385433,43,,,48,,
h4,bull,1,pin_bull,mtf_rci_cross_up,52,0.11538462,-0.01063466,12,,,9,,
h4,bull,1,pin_bull,mtf_dmi_adx_bull,299,0.10367893,-0.02234034,44,,,37,,
h4,bull,1,pin_bull,mtf_dmi_adx_strong_bull,392,0.09183673,-0.03418254,116,0.05172414,-0.06197095,55,0.03636364,-0.01399608
h4,bull,1,pin_bull,mtf_fib_above382,733,0.09959072,-0.02642855,227,0.09251101,-0.02118408,135,0.05185185,0.00149214
h4,bull,1,pin_bull,mtf_fib_above500,864,0.10879630,-0.01722298,275,0.10181818,-0.01187691,175,0.04000000,-0.01035971
h4,bull,1,pin_bull,mtf_fib_above618,995,0.10753769,-0.01848159,307,0.10423453,-0.00946056,215,0.04186047,-0.00849925
h4,bull,1,pin_bull,mtf_fib_retrace38_bull,0,,,0,,,0,,
h4,bull,1,pin_bull,mtf_fib_retrace62_bull,0,,,0,,,0,,
h4,bull,1,pin_bull,mtf_fib_time_zone,488,0.12909836,0.00307909,138,0.12318841,0.00949332,100,0.06000000,0.00964029
h4,bull,1,pin_bull,mtf_fib_time_5,270,0.11481481,-0.01120446,82,0.10975610,-0.00393899,44,,
h4,bull,1,pin_bull,mtf_fib_time_8,169,0.12426036,-0.00175892,46,,,42,,
h4,bull,1,pin_bull,mtf_fib_time_13,99,0.16161616,0.03559689,26,,,26,,
h4,bull,1,pin_bull,mtf_fib_fan_up,733,0.09959072,-0.02642855,227,0.09251101,-0.02118408,135,0.05185185,0.00149214
h4,bull,1,pin_bull,mtf_fib_arc_bull,864,0.10879630,-0.01722298,275,0.10181818,-0.01187691,175,0.04000000,-0.01035971
h4,bull,1,pin_bull,mtf_trendline_up,777,0.11711712,-0.00890216,251,0.09561753,-0.01807756,150,0.06000000,0.00964029
h4,bull,1,pin_bull,mtf_channel_upper,425,0.08941176,-0.03660751,129,0.13178295,0.01808786,75,0.01333333,-0.03702638
h4,bull,1,pin_bull,mtf_channel_mid_bull,833,0.10564226,-0.02037702,238,0.12605042,0.01235533,157,0.03821656,-0.01214315
h4,bull,1,pin_bull,mtf_channel_breakout_up,127,0.09448819,-0.03153108,42,,,13,,
h4,bull,1,pin_bull,mtf_horizontal_resistance_near,156,0.08333333,-0.04268594,48,,,21,,
h4,bull,1,pin_bull,mtf_horizontal_support_near,32,,,12,,,5,,
h4,bull,1,pin_bull,mtf_horizontal_break_up,96,0.09375000,-0.03226927,35,,,10,,
h4,bull,1,pin_bull,mtf_vertical_session,1349,0.12601927,0.00000000,387,0.11369509,0.00000000,278,0.05035971,0.00000000
h4,bull,1,pin_bull,mtf_vertical_day_open,1349,0.12601927,0.00000000,387,0.11369509,0.00000000,278,0.05035971,0.00000000
h4,bull,1,pin_bull,mtf_vertical_week_open,309,0.11650485,-0.00951442,69,0.02898551,-0.08470958,58,0.08620690,0.03584718
h4,bull,1,pin_bull,mtf_rectangle_range,653,0.12863706,0.00261779,205,0.11219512,-0.00149997,136,0.06617647,0.01581676
h4,bull,1,pin_bull,mtf_triangle_breakout_up,19,,,1,,,2,,
h4,bull,1,pin_bull,mtf_ellipse_compression,88,0.10227273,-0.02374655,15,,,21,,
h4,bull,1,pin_bull,mtf_elliott_wave2_bull,123,0.13008130,0.00406203,37,,,37,,
h4,bull,1,pin_bull,mtf_elliott_wave3_bull,55,0.09090909,-0.03511018,29,,,11,,
h4,bull,1,pin_bull,mtf_elliott_wave4_bull,133,0.07518797,-0.05083130,30,,,23,,
h4,bull,1,pin_bull,mtf_elliott_wave5_bull,130,0.09230769,-0.03371158,40,,,18,,
h4,bull,1,pin_bull,mtf_elliott_impulse_bull,146,0.08904110,-0.03697818,49,,,19,,
h4,bull,1,pin_bull,mtf_elliott_pullback_bull,256,0.10156250,-0.02445677,67,0.05970149,-0.05399360,60,0.01666667,-0.03369305
h4,bull,1,pin_bull,mtf_range_compression,1116,0.12365591,-0.00236336,305,0.10163934,-0.01205575,210,0.03809524,-0.01226447
h4,bull,1,pin_bull,mtf_range_tight,64,0.17187500,0.04585573,29,,,25,,
h4,bull,1,pin_bull,mtf_range_expansion,0,,,0,,,0,,
h4,bull,1,pin_bull,mtf_inside_bar,266,0.10526316,-0.02075612,63,0.09523810,-0.01845700,57,0.05263158,0.00227187
h4,bull,1,pin_bull,mtf_inside_2,36,,,5,,,8,,
h4,bull,1,pin_bull,mtf_nr7,118,0.13559322,0.00957395,25,,,45,,
h4,bull,1,pin_bull,mtf_nr4,300,0.13000000,0.00398073,77,0.16883117,0.05513608,83,0.04819277,-0.00216694
h4,bull,1,pin_bull,mtf_breakout_up20,127,0.09448819,-0.03153108,42,,,13,,
h4,bull,1,pin_bull,mtf_retest_up,127,0.09448819,-0.03153108,42,,,13,,
h4,bull,1,pin_bull,mtf_squeeze_release_up,14,,,4,,,3,,
h4,bull,1,pin_bull,mtf_pin_bull,142,0.14084507,0.01482580,38,,,27,,
h4,bull,1,pin_bull,mtf_engulf_bull,77,0.10389610,-0.02212317,20,,,17,,
h4,bull,1,pin_bull,mtf_strong_close_bull,331,0.11178248,-0.01423680,91,0.15384615,0.04015106,68,0.02941176,-0.02094795
h4,bull,1,pin_bull,mtf_gap_proxy_up,10,,,7,,,4,,
h4,bull,1,pin_bull,mtf_hh20,205,0.09268293,-0.03333635,62,0.12903226,0.01533717,32,,
h4,bull,1,pin_bull,mtf_structure_bull_transition,570,0.11052632,-0.01549296,160,0.14375000,0.03005491,121,0.05785124,0.00749153
h4,bull,1,pin_bull,mtf_compression,216,0.11574074,-0.01027853,38,,,42,,
h4,bull,1,pin_bull,mtf_shape_triangle_proxy,48,,,11,,,15,,
h4,bull,1,pin_bull,structure_hh,192,0.08854167,-0.03747761,60,0.18333333,0.06963824,35,,
h4,bull,1,pin_bull,structure_hl,414,0.11352657,-0.01249270,127,0.13385827,0.02016318,98,0.09183673,0.04147702
h4,bull,1,pin_bull,structure_breakout20_up,29,,,7,,,5,,
h4,bull,1,pin_bull,range_expand,539,0.13358071,0.00756143,150,0.08666667,-0.02702842,114,0.03508772,-0.01527199
h4,bull,1,pin_bull,close_near_high,578,0.12975779,0.00373851,185,0.09729730,-0.01639779,127,0.04724409,-0.00311562
h4,bull,1,pin_bull,impulse_bull,29,,,4,,,1,,
h4,bull,1,pin_bull,pullback_bull,585,0.12307692,-0.00294235,158,0.09493671,-0.01875838,134,0.05223881,0.00187909
h4,bull,1,pin_bull,distance_high_ok,839,0.08820024,-0.03781904,256,0.12109375,0.00739866,172,0.02325581,-0.02710390
h4,bull,1,pin_bull,cross_group_bull,569,0.11072056,-0.01529871,173,0.14450867,0.03081358,146,0.04794521,-0.00241451
h4,bull,1,pin_bull,cross_group_return_up,685,0.10510949,-0.02090978,191,0.13612565,0.02243056,162,0.04938272,-0.00097700
h4,bull,1,pin_bull,cross_target_relative_up,625,0.09920000,-0.02681927,198,0.13131313,0.01761804,136,0.06617647,0.01581676
h4,bull,1,mtf_pin_bull,trend_bull,1065,0.08262911,-0.02927366,252,0.08333333,-0.04622871,229,0.03056769,-0.01518395
h4,bull,1,mtf_pin_bull,price20_bull,1526,0.10747051,-0.00443225,330,0.10303030,-0.02653174,305,0.03278689,-0.01296475
h4,bull,1,mtf_pin_bull,price200_bull,1455,0.08797251,-0.02393026,352,0.11079545,-0.01876659,290,0.02758621,-0.01816543
h4,bull,1,mtf_pin_bull,ema20_rising,1526,0.10747051,-0.00443225,330,0.10303030,-0.02653174,305,0.03278689,-0.01296475
h4,bull,1,mtf_pin_bull,ema200_rising,1455,0.08797251,-0.02393026,352,0.11079545,-0.01876659,290,0.02758621,-0.01816543
h4,bull,1,mtf_pin_bull,momentum_bull,1040,0.10192308,-0.00997969,215,0.10232558,-0.02723646,189,0.03174603,-0.01400560
h4,bull,1,mtf_pin_bull,rsi60,682,0.10557185,-0.00633092,122,0.08196721,-0.04759483,132,0.03787879,-0.00787285
h4,bull,1,mtf_pin_bull,macd_bull,1312,0.12347561,0.01157284,308,0.12337662,-0.00618542,279,0.06093190,0.01518027
h4,bull,1,mtf_pin_bull,macd_rising,1415,0.12791519,0.01601243,334,0.11077844,-0.01878360,268,0.04477612,-0.00097551
h4,bull,1,mtf_pin_bull,adx25,934,0.14668094,0.03477818,169,0.14792899,0.01836695,181,0.07734807,0.03159643
h4,bull,1,mtf_pin_bull,adx_rising,842,0.13182898,0.01992621,216,0.17129630,0.04173425,185,0.04864865,0.00289701
h4,bull,1,mtf_pin_bull,di_bull,1130,0.10707965,-0.00482312,273,0.10989011,-0.01967193,158,0.04430380,-0.00144784
h4,bull,1,mtf_pin_bull,di_strong_bull,742,0.10916442,-0.00273835,176,0.09090909,-0.03865295,91,0.06593407,0.02018243
h4,bull,1,mtf_pin_bull,volatility,902,0.15188470,0.03998193,215,0.15813953,0.02857749,130,0.10000000,0.05424837
h4,bull,1,mtf_pin_bull,bb_bull,1498,0.10347130,-0.00843147,317,0.10094637,-0.02861567,316,0.03481013,-0.01094151
h4,bull,1,mtf_pin_bull,bb_upper,565,0.12743363,0.01553086,137,0.10948905,-0.02007299,129,0.03875969,-0.00699194
h4,bull,1,mtf_pin_bull,body_bull,386,0.15544041,0.04353765,79,0.05063291,-0.07892913,85,0.02352941,-0.02222222
h4,bull,1,mtf_pin_bull,rsi_up1,486,0.14197531,0.03007254,129,0.11627907,-0.01328297,105,0.02857143,-0.01718021
h4,bull,1,mtf_pin_bull,rsi_up3,750,0.13733333,0.02543057,186,0.11290323,-0.01665882,134,0.02985075,-0.01590089
h4,bull,1,mtf_pin_bull,rsi_cross50_up,130,0.15384615,0.04194339,39,,,33,,
h4,bull,1,mtf_pin_bull,rsi_cross55_up,144,0.12500000,0.01309723,43,,,25,,
h4,bull,1,mtf_pin_bull,macd_cross_up,139,0.12230216,0.01039939,40,,,21,,
h4,bull,1,mtf_pin_bull,macd_accel_up,1415,0.12791519,0.01601243,334,0.11077844,-0.01878360,268,0.04477612,-0.00097551
h4,bull,1,mtf_pin_bull,adx_up3,206,0.13106796,0.01916520,38,,,30,,
h4,bull,1,mtf_pin_bull,adx_cross25_up,40,,,6,,,2,,
h4,bull,1,mtf_pin_bull,di_cross_up,125,0.13600000,0.02409723,32,,,16,,
h4,bull,1,mtf_pin_bull,di_spread_up3,806,0.13275434,0.02085158,193,0.10880829,-0.02075375,141,0.03546099,-0.01029064
h4,bull,1,mtf_pin_bull,ema20_slope_up3,1529,0.10333551,-0.00856725,330,0.10303030,-0.02653174,306,0.02941176,-0.01633987
h4,bull,1,mtf_pin_bull,price20_cross_up,143,0.12587413,0.01397136,43,,,42,,
h4,bull,1,mtf_pin_bull,price200_cross_up,48,,,16,,,9,,
h4,bull,1,mtf_pin_bull,breakout20_up,206,0.18446602,0.07256325,41,,,42,,
h4,bull,1,mtf_pin_bull,atr_expand,102,0.13725490,0.02535214,22,,,11,,
h4,bull,1,mtf_pin_bull,bb_expand,319,0.15360502,0.04170225,87,0.16091954,0.03135750,52,0.03846154,-0.00729010
h4,bull,1,mtf_pin_bull,body_expand,659,0.12443096,0.01252819,153,0.11111111,-0.01845093,138,0.03623188,-0.00951975
h4,bull,1,mtf_pin_bull,sma20_bull,1498,0.10347130,-0.00843147,317,0.10094637,-0.02861567,316,0.03481013,-0.01094151
h4,bull,1,mtf_pin_bull,sma50_bull,1435,0.09128920,-0.02061357,304,0.09210526,-0.03745678,285,0.03157895,-0.01417269
h4,bull,1,mtf_pin_bull,sma200_bull,1346,0.09138187,-0.02052089,366,0.11202186,-0.01754019,273,0.02197802,-0.02377361
h4,bull,1,mtf_pin_bull,sma_stack_bull,951,0.09043113,-0.02147164,191,0.07853403,-0.05102801,195,0.02051282,-0.02523881
h4,bull,1,mtf_pin_bull,ichimoku_bull,1265,0.08616601,-0.02573676,273,0.09523810,-0.03432395,264,0.02651515,-0.01923648
h4,bull,1,mtf_pin_bull,ichimoku_tk_bull,1178,0.09592530,-0.01597747,244,0.10655738,-0.02300467,267,0.02996255,-0.01578909
h4,bull,1,mtf_pin_bull,ichimoku_cloud_bull,1322,0.10211800,-0.00978476,356,0.13202247,0.00246043,291,0.04123711,-0.00451452
h4,bull,1,mtf_pin_bull,span_model_bull,919,0.08487486,-0.02702790,190,0.10000000,-0.02956204,216,0.02777778,-0.01797386
h4,bull,1,mtf_pin_bull,superbb_bull,14,,,6,,,1,,
h4,bull,1,mtf_pin_bull,superbb_squeeze,668,0.07335329,-0.03854947,117,0.10256410,-0.02699794,153,0.02614379,-0.01960784
h4,bull,1,mtf_pin_bull,superbb_expand,319,0.15360502,0.04170225,87,0.16091954,0.03135750,52,0.03846154,-0.00729010
h4,bull,1,mtf_pin_bull,stoch_bull,1246,0.12439807,0.01249531,305,0.12131148,-0.00825057,244,0.04098361,-0.00476803
h4,bull,1,mtf_pin_bull,stoch_cross_up,359,0.10306407,-0.00883870,90,0.11111111,-0.01845093,76,0.03947368,-0.00627795
h4,bull,1,mtf_pin_bull,stoch_recover_up,63,0.07936508,-0.03253769,16,,,3,,
h4,bull,1,mtf_pin_bull,rci_bull,1412,0.10056657,-0.01133619,309,0.12297735,-0.00658470,295,0.04067797,-0.00507367
h4,bull,1,mtf_pin_bull,rci_strong_bull,265,0.11320755,0.00130478,51,0.07843137,-0.05113067,50,0.08000000,0.03424837
