timeframe,direction,horizon_bars,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_wilson95_lower,oos_pairs_n_ge5,oos_pairs_above_oos_base,oos_pair_hit_mean,oos_min_pair_hit
h4,bear,3,di_strong_bear+mtf_volatility,9065,1676,1715,1.37432919,1.63333932,1.90644062,0.21044562,12,7,0.20511474,0.00000000
h4,bear,3,price20_bear+mtf_volatility,11106,2034,1858,1.37247640,1.62998448,1.88923440,0.20917074,12,8,0.21359278,0.00000000
h4,bear,3,ema20_falling+mtf_volatility,11106,2034,1858,1.37247640,1.62998448,1.88923440,0.20917074,12,8,0.21359278,0.00000000
h4,bear,3,bb_expand+mtf_volatility,5030,996,903,1.36966932,1.64908235,1.70010273,0.17982415,12,9,0.20410833,0.00000000
h4,bear,3,ema20_slope_down3+mtf_volatility,11149,2053,1883,1.36830040,1.61786250,1.87737256,0.20790549,12,8,0.20964841,0.00000000
h4,bear,3,di_spread_down3+mtf_volatility,5533,1038,945,1.36786801,1.56477473,1.47526031,0.15472059,12,6,0.18008131,0.00000000
h4,bear,3,bb_lower+mtf_volatility,4504,826,726,1.36781227,1.73071569,2.18317190,0.23236394,12,9,0.25607233,0.00000000
h4,bear,3,macd_cross_down+mtf_volatility,843,156,122,1.36701329,1.52082039,1.49642183,0.12220920,11,8,0.18180153,0.00000000
h4,bear,3,mtf_volatility+mtf_bb_bear,11626,2067,2128,1.36574023,1.70402516,1.90690221,0.21241508,12,8,0.19368736,0.00000000
h4,bear,3,body_expand+mtf_volatility,6625,1278,1136,1.36242024,1.57080040,1.59976787,0.17089268,12,7,0.18923538,0.00000000
h4,bear,3,bb_lower+atr_expand,1846,347,334,1.35988422,1.26223709,1.71432757,0.16662333,12,5,0.16427708,0.00000000
h4,bear,3,adx_up3+mtf_di_strong_bear+range_expand,1666,367,335,1.35351215,1.12714753,1.13947345,0.10454874,12,4,0.11391679,0.00000000
h4,bear,3,breakout20_down+mtf_adx25,1520,245,220,1.35238061,1.24148603,1.39562979,0.12454817,12,6,0.21813430,0.00000000
h4,bear,3,mtf_adx25+structure_breakout20_down,1520,245,220,1.35238061,1.24148603,1.39562979,0.12454817,12,6,0.21813430,0.00000000
h4,bear,3,di_bear+mtf_volatility,12133,2227,2244,1.35230968,1.57340376,1.81572397,0.20218824,12,8,0.19801866,0.00000000
h4,bear,3,di_cross_down+mtf_volatility,886,173,148,1.34988289,1.61751995,1.68209580,0.14584026,11,7,0.22133422,0.00000000
h4,bear,3,bb_bear+mtf_volatility,11100,2026,1831,1.34908735,1.59738686,1.90802885,0.21123256,12,8,0.21989464,0.00000000
h4,bear,3,atr_expand+mtf_di_strong_bear+structure_lh,788,155,153,1.34385152,0.90268049,1.41017530,0.11868748,11,6,0.15395074,0.00000000
h4,bear,3,rsi40+volatility,6682,1250,1198,1.34334046,1.64978595,1.66243858,0.17864294,12,5,0.17135552,0.00000000
h4,bear,3,atr_expand+mtf_macd_bear+structure_ll,970,191,145,1.34215643,1.24213602,1.54520800,0.13124581,12,7,0.19939459,0.00000000
h4,bear,3,mtf_volatility+distance_low_ok,12222,2404,2193,1.34195256,1.64228358,1.88443819,0.21003790,12,8,0.21621175,0.00000000
h4,bear,3,macd_bear+mtf_volatility,11034,2083,1824,1.34022069,1.51278917,1.71517210,0.18873134,12,7,0.21056127,0.00000000
h4,bear,3,volatility+mtf_rsi40,5771,975,928,1.33844089,1.74075441,1.70795560,0.18104490,12,6,0.16882092,0.00000000
h4,bear,3,adx_up3+mtf_volatility,4001,705,753,1.33426119,1.77752624,1.77427971,0.18601839,12,9,0.20152992,0.00000000
h4,bear,3,atr_expand+mtf_di_strong_bear+impulse_bear,500,88,92,1.33303747,0.76041019,1.98438548,0.16355146,10,6,0.23197012,0.00000000
h4,bear,3,volatility+mtf_di_strong_bear,8984,1617,1491,1.33125138,1.39573126,1.44706117,0.15596336,12,6,0.15322099,0.00000000
h4,bear,3,mtf_macd_bear+mtf_volatility,11733,2297,2186,1.32992529,1.49367470,1.86389962,0.20760855,12,8,0.20160928,0.00000000
h4,bear,3,rsi_cross50_down+mtf_di_strong_bear,1036,209,176,1.32279185,0.90230492,0.94299310,0.07477676,11,3,0.11010101,0.00000000
h4,bear,3,atr_expand+mtf_price20_bear+structure_breakout20_down,443,96,79,1.32176033,1.01388026,1.78571858,0.13892205,10,6,0.20952381,0.00000000
h4,bear,3,mtf_adx_rising+mtf_volatility,10972,2008,1945,1.31770419,1.48446611,1.73646482,0.19175860,12,7,0.20143844,0.01449275
h4,bear,3,adx_up3+mtf_macd_bear+impulse_bear,1428,305,290,1.31736864,1.31638224,1.77412770,0.17050899,12,7,0.19825434,0.00000000
h4,bear,3,rsi_down1+mtf_volatility,4501,873,773,1.31613394,1.49817358,1.73910862,0.18235252,12,7,0.20965389,0.00000000
h4,bear,3,mtf_volatility+structure_lh,11270,2162,1961,1.31602477,1.44625657,1.61227295,0.17738177,12,7,0.19077012,0.00000000
h4,bear,3,mtf_macd_falling+mtf_volatility,11127,2032,1771,1.31558332,1.58368894,1.73838728,0.19117233,12,8,0.21236021,0.00000000
h4,bear,3,mtf_volatility+close_near_low,4393,861,738,1.31445922,1.45546573,1.90029720,0.20013128,12,8,0.23223518,0.00000000
h4,bear,3,bb_expand+mtf_di_strong_bear+impulse_bear,1275,229,213,1.31422789,1.30166286,1.59733291,0.14517885,12,5,0.16265192,0.00000000
h4,bear,3,mtf_volatility,22922,4310,3968,1.31393099,1.50600033,1.61658676,0.18278308,12,7,0.18910763,0.00800000
h4,bear,3,mtf_rsi40+mtf_adx25,7562,1208,1137,1.31304687,1.23881396,1.72973299,0.18583398,12,9,0.19737395,0.00000000
h4,bear,3,macd_falling+mtf_volatility,11263,2169,1991,1.30909981,1.39391006,1.50462103,0.16501134,12,7,0.18181286,0.01282051
h4,bear,3,macd_accel_down+mtf_volatility,11263,2169,1991,1.30909981,1.39391006,1.50462103,0.16501134,12,7,0.18181286,0.01282051
h4,bear,6,atr_expand+mtf_volatility,1172,192,172,1.57547130,1.65457086,1.61525085,0.30338948,11,8,0.39936327,0.14285714
h4,bear,6,atr_expand+mtf_macd_bear+structure_breakout20_down,459,103,79,1.41541979,1.40504658,1.31878076,0.21344463,10,5,0.29790043,0.00000000
h4,bear,6,mtf_macd_bear+adx_up3+atr_expand,861,189,162,1.41381047,1.68083389,1.12544099,0.19790662,12,6,0.23886177,0.00000000
h4,bear,6,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,58,61,1.39539905,0.79115112,1.49443803,0.23747509,7,3,0.32789116,0.00000000
h4,bear,6,atr_expand+mtf_adx_rising+structure_breakout20_down,354,70,70,1.36194697,0.85722528,1.73639466,0.29334258,6,4,0.49652778,0.00000000
h4,bear,6,atr_expand+mtf_di_strong_bear+structure_ll,574,102,97,1.34629705,0.79592428,1.34257319,0.22604158,11,4,0.28737374,0.00000000
h4,bear,6,adx_up3+atr_expand,1626,337,330,1.34587207,1.33020296,1.17075095,0.22466669,12,5,0.25337280,0.00000000
h4,bear,6,mtf_di_strong_bear+mtf_volatility,9173,1449,1561,1.33337373,1.54441839,1.65185527,0.35676119,12,7,0.31769423,0.00000000
h4,bear,6,atr_expand+mtf_macd_bear+structure_ll,970,191,145,1.32896629,1.34906720,1.13763788,0.19729505,12,5,0.28304843,0.00000000
h4,bear,6,breakout20_down+atr_expand,778,150,144,1.32730794,1.20011540,1.32641259,0.23618327,12,5,0.26393537,0.00000000
h4,bear,6,atr_expand+structure_breakout20_down,778,150,144,1.32730794,1.20011540,1.32641259,0.23618327,12,5,0.26393537,0.00000000
h4,bear,6,mtf_rsi40+mtf_volatility,5389,861,945,1.31787027,1.57014483,1.90176558,0.40677543,12,9,0.38099386,0.00000000
h4,bear,6,atr_expand+mtf_di_strong_bear+pullback_bear,553,123,83,1.31703956,1.11918940,0.88911775,0.13199871,10,3,0.18386724,0.00000000
h4,bear,6,rsi_cross45_down+mtf_volatility,1011,214,183,1.31565734,1.31953315,1.85025661,0.35682085,11,10,0.44818237,0.20000000
h4,bear,6,rsi_cross50_down+mtf_volatility,1103,217,188,1.31132156,1.39888756,1.54705376,0.29142599,11,8,0.37324208,0.08333333
h4,bear,6,price20_cross_down+mtf_volatility,1261,236,213,1.30971376,1.40591784,1.54889665,0.29553144,12,8,0.35617113,0.00000000
h4,bear,6,rsi40+atr_expand,1581,317,298,1.30848230,1.30277882,1.26733503,0.24323461,12,5,0.24630786,0.03571429
h4,bear,6,mtf_di_bear+mtf_volatility,11983,2074,2011,1.29435032,1.48916696,1.54773120,0.33589652,12,9,0.31106634,0.00000000
h4,bear,6,volatility+mtf_volatility,9620,1647,1395,1.28634617,1.62235679,1.54035010,0.33016076,12,11,0.34825704,0.04938272
h4,bear,6,mtf_adx25+mtf_volatility,11657,1838,2194,1.28449523,1.15225827,1.37906459,0.29853626,12,8,0.30281804,0.00000000
h4,bear,6,di_cross_down+mtf_volatility,886,173,148,1.28129376,1.50983576,1.46654955,0.26659894,11,7,0.36095294,0.07692308
h4,bear,6,atr_expand+mtf_adx_rising+structure_ll,904,173,144,1.27847611,0.93854655,1.38670407,0.24883092,11,4,0.29460214,0.00000000
h4,bear,6,atr_expand+mtf_macd_bear+impulse_bear,837,167,128,1.27459874,1.39499148,1.25481646,0.21758400,12,7,0.32398574,0.00000000
h4,bear,6,bb_lower+atr_expand,1846,347,334,1.27438629,1.23083542,1.26070571,0.24433693,12,6,0.24331134,0.03333333
h4,bear,6,body_bear+mtf_volatility,3293,585,564,1.27096630,1.36966413,1.56244733,0.32138712,12,9,0.35433539,0.00000000
h4,bear,6,di_spread_down3+mtf_volatility,5533,1038,945,1.27059396,1.47242992,1.40105919,0.29371216,12,8,0.32175025,0.02439024
h4,bear,6,atr_expand+mtf_macd_bear+structure_lh,1314,268,219,1.26989790,1.39609561,1.07038027,0.19418497,12,5,0.24620523,0.00000000
h4,bear,6,atr_expand+mtf_adx_rising+pullback_bear,892,143,134,1.26884183,0.98734299,0.90707184,0.14871215,12,4,0.15727089,0.00000000
h4,bear,6,di_strong_bear+atr_expand,2257,431,421,1.26805545,1.40043492,1.18578020,0.23279028,12,4,0.22735372,0.00000000
h4,bear,6,atr_expand+mtf_price20_bear+structure_breakout20_down,443,96,79,1.26585648,1.25012021,1.26383156,0.20251993,10,5,0.26396825,0.00000000
h4,bear,6,atr_expand+mtf_di_strong_bear+impulse_bear,500,88,92,1.26516180,0.88243779,1.41553913,0.23894788,10,6,0.31734594,0.00000000
h4,bear,6,ema20_slope_down3+atr_expand,2514,494,412,1.26355686,1.26470842,1.20114679,0.23571446,12,7,0.23959333,0.02777778
h4,bear,6,mtf_volatility+impulse_bear,3668,650,632,1.26035159,1.49878665,1.58665810,0.32887877,12,8,0.35345957,0.00000000
h4,bear,6,macd_cross_down+mtf_volatility,843,156,122,1.25741451,1.31234338,1.28094688,0.22140713,11,7,0.29950327,0.10000000
h4,bear,6,macd_bear+mtf_volatility,11034,2083,1824,1.25661496,1.37767052,1.38987731,0.29916197,12,7,0.31921849,0.00000000
h4,bear,6,trend_bear+mtf_volatility,8352,1331,1488,1.25237197,1.60178040,1.68038193,0.36266897,12,8,0.33375569,0.00000000
h4,bear,6,volatility+mtf_rsi40,5771,975,928,1.25018916,1.56395129,1.41269178,0.29605918,12,7,0.28809931,0.00000000
h4,bear,6,momentum_bear+mtf_volatility,7472,1365,1224,1.24976738,1.50499281,1.60659065,0.34349468,12,9,0.34451454,0.00000000
h4,bear,6,momentum_bear+atr_expand,1730,334,272,1.24915210,1.36328713,1.19696323,0.22602935,12,6,0.25395826,0.03448276
h4,bear,6,body_expand+mtf_volatility,6625,1278,1136,1.24903277,1.38096681,1.46737577,0.31110726,12,8,0.32870065,0.02631579
h4,bear,6,bb_lower+mtf_volatility,4504,826,726,1.24733621,1.61958316,1.71606497,0.36039276,12,10,0.38101333,0.00000000
h4,bear,6,rsi40+mtf_volatility,5248,844,866,1.24707466,1.72723606,1.74942765,0.37083158,12,9,0.36965878,0.00000000
h4,bear,6,bb_bear+atr_expand,2608,491,429,1.24423660,1.27243576,1.22438085,0.24154844,12,5,0.24671872,0.02857143
h4,bear,6,breakout20_down+mtf_volatility,1020,170,185,1.24370702,1.57800641,1.78332425,0.34243227,11,9,0.45263181,0.09090909
h4,bear,6,mtf_volatility+structure_breakout20_down,1020,170,185,1.24370702,1.57800641,1.78332425,0.34243227,11,9,0.45263181,0.09090909
h4,bear,6,adx25+atr_expand,2444,473,347,1.24238475,1.18653369,0.93825360,0.17606407,12,5,0.21708968,0.01818182
h4,bear,6,mtf_volatility+structure_lh,11270,2162,1961,1.24213349,1.36977855,1.42781050,0.30847188,12,8,0.32151105,0.02857143
h4,bear,6,price20_bear+mtf_volatility,11106,2034,1858,1.24169491,1.46812659,1.55602643,0.33695762,12,7,0.33731394,0.00000000
h4,bear,6,ema20_falling+mtf_volatility,11106,2034,1858,1.24169491,1.46812659,1.55602643,0.33695762,12,7,0.33731394,0.00000000
h4,bear,6,price20_bear+atr_expand,2595,493,429,1.24124608,1.27443349,1.19402430,0.23493970,12,5,0.24172540,0.02702703
h4,bear,6,ema20_falling+atr_expand,2595,493,429,1.24124608,1.27443349,1.19402430,0.23493970,12,5,0.24172540,0.02702703
h4,bear,6,macd_bear+atr_expand,2630,500,431,1.24032922,1.21423440,1.16833980,0.22944517,12,4,0.23503321,0.02941176
h4,bear,6,mtf_volatility+distance_low_ok,12222,2404,2193,1.24022305,1.45653626,1.53607189,0.33411189,12,9,0.33710266,0.00000000
h4,bear,6,ema20_slope_down3+mtf_volatility,11149,2053,1883,1.23751927,1.47001327,1.54919970,0.33555018,12,7,0.33241176,0.00000000
h4,bear,6,di_bear+atr_expand,2674,506,458,1.23654356,1.36725539,1.17528896,0.23207968,12,5,0.23469895,0.00000000
h4,bear,6,bb_bear+mtf_volatility,11100,2026,1831,1.23651314,1.43907920,1.56711752,0.33931771,12,7,0.34475648,0.00000000
h4,bear,6,rsi40+volatility,6682,1250,1198,1.23530768,1.53050011,1.35519951,0.28658247,12,6,0.27649462,0.00000000
h4,bear,6,atr_expand+structure_ll,1861,327,288,1.23471649,1.13340634,1.16061102,0.21955385,12,6,0.26079674,0.03030303
h4,bear,6,di_strong_bear+mtf_volatility,9065,1676,1715,1.23345779,1.47213369,1.58958579,0.34370275,12,7,0.33131713,0.00000000
h4,bear,6,mtf_price20_bear+mtf_volatility,11743,2005,2089,1.23344912,1.49112182,1.56059405,0.33920001,12,9,0.31988897,0.00000000
h4,bear,6,mtf_ema20_falling+mtf_volatility,11743,2005,2089,1.23344912,1.49112182,1.56059405,0.33920001,12,9,0.31988897,0.00000000
h4,bear,6,rsi_down3+mtf_volatility,5370,1010,894,1.23211439,1.48179653,1.50040814,0.31518332,12,8,0.33622086,0.02857143
h4,bear,6,atr_expand+mtf_di_strong_bear+range_expand,1009,225,158,1.23015492,1.03539368,1.04403477,0.18053234,11,6,0.25159848,0.00000000
h4,bear,6,mtf_volatility+pullback_bear,9891,1858,1778,1.22863128,1.36592631,1.37456439,0.29544106,12,8,0.30414339,0.03278689
h4,bear,6,atr_expand+mtf_macd_falling,2522,458,375,1.22700927,1.28704901,1.25020416,0.24450001,12,7,0.26328025,0.00000000
h4,bear,6,adx25+mtf_volatility,11278,1982,1979,1.22700254,1.39266671,1.53327422,0.33245328,12,9,0.32739318,0.10256410
h4,bear,6,adx_rising+atr_expand,3127,620,565,1.22690044,1.34358270,1.09100904,0.21732059,12,6,0.24722099,0.00000000
h4,bear,6,bb_expand+mtf_volatility,5030,996,903,1.22634565,1.43174646,1.44699555,0.30334976,12,8,0.32713303,0.00000000
h4,bear,6,atr_expand+mtf_adx25,1886,283,262,1.22560170,1.17242618,1.35862941,0.25987264,12,7,0.28508668,0.00000000
h4,bear,6,atr_expand+mtf_macd_bear+pullback_bear,880,193,138,1.22397410,1.44482043,0.94369275,0.15673529,12,5,0.21029595,0.00000000
h4,bear,6,price200_bear+mtf_volatility,11676,1939,2043,1.22324863,1.55644005,1.57235934,0.34164727,12,9,0.32550821,0.03174603
h4,bear,6,ema200_falling+mtf_volatility,11676,1939,2043,1.22324863,1.55644005,1.57235934,0.34164727,12,9,0.32550821,0.03174603
h4,bear,6,volatility+mtf_di_strong_bear,8984,1617,1491,1.22174237,1.31628940,1.24901628,0.26531638,12,7,0.26442210,0.00000000
h4,bear,6,mtf_volatility+close_near_low,4393,861,738,1.22125425,1.38156347,1.55287328,0.32395975,12,8,0.35433011,0.00000000
h4,bear,12,atr_expand+mtf_volatility,1172,192,172,1.30621170,1.29883227,1.17424312,0.37531222,11,8,0.47323476,0.25000000
h4,bear,12,mtf_macd_bear+adx_up3+atr_expand,861,189,162,1.22468731,1.50616309,1.02004958,0.31722302,12,5,0.36492749,0.00000000
h4,bear,12,atr_expand+mtf_di_strong_bear+pullback_bear,553,123,83,1.22083661,0.91808853,0.91646451,0.25556126,10,3,0.30459235,0.00000000
h4,bear,12,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,58,61,1.20367873,0.89236622,1.28999244,0.37060395,7,6,0.50612245,0.00000000
h4,bear,12,price20_cross_down+mtf_volatility,1261,236,213,1.19611480,1.25605014,1.26839163,0.41734466,12,7,0.47700305,0.00000000
h4,bear,12,mtf_di_strong_bear+mtf_volatility,9173,1449,1561,1.19432050,1.30862463,1.48708610,0.54222918,12,10,0.49815951,0.00000000
h4,bear,12,breakout20_down+mtf_volatility,1020,170,185,1.18652285,1.35620577,1.51707760,0.50633445,11,11,0.61781624,0.41176471
h4,bear,12,mtf_volatility+structure_breakout20_down,1020,170,185,1.18652285,1.35620577,1.51707760,0.50633445,11,11,0.61781624,0.41176471
h4,bear,12,mtf_adx25+mtf_volatility,11657,1838,2194,1.18620533,1.08670238,1.28160416,0.46772708,12,8,0.46614140,0.00000000
h4,bear,12,rsi_cross50_down+mtf_volatility,1103,217,188,1.18526248,1.23592908,1.32544436,0.43446324,11,8,0.53174840,0.16666667
h4,bear,12,mtf_rsi40+mtf_volatility,5389,861,945,1.18490275,1.30609023,1.62375239,0.58766259,12,10,0.55035786,0.00000000
h4,bear,12,macd_cross_down+mtf_volatility,843,156,122,1.18387591,1.25170483,1.18249307,0.36537290,11,8,0.48059441,0.30000000
h4,bear,12,di_cross_down+mtf_volatility,886,173,148,1.17738837,1.30549004,1.27604658,0.40732816,11,8,0.50531691,0.30769231
h4,bear,12,atr_expand+mtf_di_strong_bear+structure_ll,574,102,97,1.17617186,0.87645951,1.18980746,0.35819192,11,6,0.42575758,0.00000000
h4,bear,12,mtf_di_bear+mtf_volatility,11983,2074,2011,1.17296562,1.30901762,1.42301155,0.52068181,12,9,0.49316095,0.00000000
h4,bear,12,rsi_cross45_down+mtf_volatility,1011,214,183,1.17028495,1.15431399,1.46199143,0.48496744,11,9,0.57444010,0.24000000
h4,bear,12,macd_bear+mtf_volatility,11034,2083,1824,1.16846206,1.24237256,1.18638285,0.42958538,12,8,0.44288475,0.02777778
h4,bear,12,volatility+mtf_volatility,9620,1647,1395,1.16816464,1.33414094,1.30303107,0.47058163,12,9,0.48669276,0.08641975
h4,bear,12,di_spread_down3+mtf_volatility,5533,1038,945,1.16753168,1.26695996,1.24626465,0.44345795,12,9,0.46830558,0.09756098
h4,bear,12,volatility+mtf_rsi40,5771,975,928,1.16594127,1.32952166,1.20125912,0.42615741,12,7,0.40356267,0.00000000
h4,bear,12,mtf_volatility+impulse_bear,3668,650,632,1.16590223,1.27764377,1.35299523,0.47688288,12,10,0.50323730,0.16666667
h4,bear,12,atr_expand+mtf_adx_rising+pullback_bear,892,143,134,1.16187476,0.87194334,0.97872561,0.29585453,12,4,0.29381044,0.00000000
h4,bear,12,adx_up3+atr_expand,1626,337,330,1.16090645,1.26356361,1.05714229,0.35151767,12,6,0.40345686,0.00000000
h4,bear,12,atr_expand+mtf_di_strong_bear+impulse_bear,500,88,92,1.16057873,0.93569392,1.22596021,0.36880118,10,7,0.45995331,0.00000000
h4,bear,12,body_bear+mtf_volatility,3293,585,564,1.15673756,1.21852711,1.38590322,0.48711781,12,10,0.52248406,0.18750000
h4,bear,12,rsi40+volatility,6682,1250,1198,1.15397320,1.31933912,1.12319792,0.40046710,12,5,0.38663007,0.00000000
h4,bear,12,mtf_volatility+pullback_bear,9891,1858,1778,1.15168167,1.23707858,1.25248254,0.45435898,12,9,0.45719163,0.04918033
h4,bear,12,atr_expand+mtf_adx_rising+structure_breakout20_down,354,70,70,1.14810268,0.94104074,1.27402110,0.37245878,6,4,0.52777778,0.00000000
h4,bear,12,rsi_down1+mtf_volatility,4501,873,773,1.14727793,1.27196801,1.33354846,0.47321192,12,10,0.50097488,0.18181818
h4,bear,12,bb_lower+mtf_volatility,4504,826,726,1.14701507,1.30731749,1.37291206,0.48705762,12,10,0.50676262,0.11764706
h4,bear,12,body_expand+mtf_volatility,6625,1278,1136,1.14651989,1.25545733,1.32534611,0.47623892,12,9,0.48822405,0.05263158
h4,bear,12,rsi40+atr_expand,1581,317,298,1.14539158,1.25422622,1.10024523,0.36480873,12,6,0.36226102,0.03571429
h4,bear,12,mtf_volatility,22922,4310,3968,1.14413743,1.22815642,1.26918611,0.46834495,12,9,0.46528810,0.07200000
h4,bear,12,trend_bear+mtf_volatility,8352,1331,1488,1.14329601,1.30798300,1.51597230,0.55269361,12,9,0.51642784,0.00000000
h4,bear,12,mtf_volatility+distance_low_ok,12222,2404,2193,1.14263865,1.27220566,1.28099249,0.46748977,12,8,0.46638824,0.03278689
h4,bear,12,mtf_volatility+structure_lh,11270,2162,1961,1.14259138,1.22417996,1.27872173,0.46542944,12,9,0.47479174,0.10000000
h4,bear,12,bb_lower+atr_expand,1846,347,334,1.14242229,1.19325051,1.09945463,0.36745777,12,5,0.36343615,0.03333333
h4,bear,12,rsi40+mtf_volatility,5248,844,866,1.14187504,1.38257170,1.39630013,0.49903148,12,9,0.49621685,0.00000000
h4,bear,12,atr_expand+mtf_macd_bear+structure_breakout20_down,459,103,79,1.14126576,1.41612927,1.06247479,0.30366278,10,4,0.40112554,0.00000000
h4,bear,12,momentum_bear+mtf_volatility,7472,1365,1224,1.14075290,1.27023265,1.34149377,0.48344235,12,8,0.48185218,0.03333333
h4,bear,12,rsi_down3+mtf_volatility,5370,1010,894,1.13947944,1.25782673,1.26748250,0.45060630,12,8,0.47460617,0.17142857
h4,bear,12,atr_expand+mtf_adx_rising+structure_ll,904,173,144,1.13895850,0.91112326,1.11112543,0.34592021,11,6,0.39121142,0.00000000
h4,bear,12,bb_bear+mtf_volatility,11100,2026,1831,1.13873168,1.25758529,1.30361333,0.47412484,12,8,0.47615001,0.04255319
h4,bear,12,price200_cross_down+mtf_volatility,371,76,69,1.13809675,1.26916679,1.29248518,0.37832423,7,3,0.44748704,0.00000000
h4,bear,12,price20_bear+mtf_volatility,11106,2034,1858,1.13791317,1.26651870,1.31290404,0.47782557,12,7,0.47503921,0.04651163
h4,bear,12,ema20_falling+mtf_volatility,11106,2034,1858,1.13791317,1.26651870,1.31290404,0.47782557,12,7,0.47503921,0.04651163
h4,bear,12,breakout20_down+atr_expand,778,150,144,1.13767433,1.22335296,1.11112543,0.34592021,12,5,0.37611046,0.00000000
h4,bear,12,atr_expand+structure_breakout20_down,778,150,144,1.13767433,1.22335296,1.11112543,0.34592021,12,5,0.37611046,0.00000000
h4,bear,12,bb_expand+mtf_volatility,5030,996,903,1.13749661,1.23771423,1.20546913,0.42731386,12,9,0.44873921,0.06896552
h4,bear,12,ema20_slope_down3+mtf_volatility,11149,2053,1883,1.13737236,1.26740265,1.32333266,0.48194521,12,7,0.47588672,0.05128205
h4,bear,12,momentum_bear+atr_expand,1730,334,272,1.13679862,1.21151952,1.10898247,0.36556214,12,5,0.37717984,0.03448276
h4,bear,12,mtf_macd_falling+mtf_volatility,11127,2032,1771,1.13657728,1.26544972,1.26483844,0.45900509,12,9,0.46939489,0.04444444
h4,bear,12,macd_falling+mtf_volatility,11263,2169,1991,1.13628492,1.20070551,1.25286709,0.45577297,12,7,0.46999178,0.11538462
h4,bear,12,macd_accel_down+mtf_volatility,11263,2169,1991,1.13628492,1.20070551,1.25286709,0.45577297,12,7,0.46999178,0.11538462
h4,bear,12,di_strong_bear+atr_expand,2257,431,421,1.13246908,1.28274115,1.12146611,0.38116070,12,4,0.36713900,0.00000000
h4,bear,12,mtf_volatility+range_expand,8716,1628,1480,1.13207631,1.26734141,1.32744290,0.48062679,12,9,0.49020022,0.06250000
h4,bear,12,macd_bear+atr_expand,2630,500,431,1.13154323,1.12924889,1.08936020,0.36973920,12,5,0.37544896,0.02941176
h4,bear,12,volatility+mtf_di_strong_bear,8984,1617,1491,1.13072693,1.19448740,1.11358100,0.39968405,12,7,0.38941082,0.00000000
h4,bear,12,mtf_adx_rising+mtf_volatility,10972,2008,1945,1.13061396,1.19387514,1.39173272,0.50837365,12,11,0.51356665,0.13043478
h4,bear,12,adx25+mtf_volatility,11278,1982,1979,1.13036908,1.23327615,1.35721893,0.49540496,12,9,0.48646316,0.17948718
h4,bear,12,mtf_price20_bear+mtf_volatility,11743,2005,2089,1.12964061,1.27779721,1.40378019,0.51375122,12,9,0.49382794,0.00000000
h4,bear,12,mtf_ema20_falling+mtf_volatility,11743,2005,2089,1.12964061,1.27779721,1.40378019,0.51375122,12,9,0.49382794,0.00000000
h4,bear,12,ema20_slope_down3+atr_expand,2514,494,412,1.12896763,1.18106328,1.10139888,0.37320096,12,6,0.36845775,0.02777778
h4,bear,12,price200_bear+mtf_volatility,11676,1939,2043,1.12838749,1.32250439,1.40457424,0.51381408,12,9,0.49818536,0.07936508
h4,bear,12,ema200_falling+mtf_volatility,11676,1939,2043,1.12838749,1.32250439,1.40457424,0.51381408,12,9,0.49818536,0.07936508
h4,bear,12,momentum_bear+volatility,8704,1840,1478,1.12559526,1.19675833,1.09143136,0.39122274,12,5,0.39674216,0.00000000
h4,bear,12,mtf_volatility+mtf_bb_bear,11626,2067,2128,1.12372385,1.26109475,1.40393773,0.51400890,12,9,0.48334739,0.00000000
h4,bear,12,price20_bear+atr_expand,2595,493,429,1.12331192,1.19777498,1.11889554,0.38062766,12,6,0.38381457,0.02702703
h4,bear,12,ema20_falling+atr_expand,2595,493,429,1.12331192,1.19777498,1.11889554,0.38062766,12,6,0.38381457,0.02702703
h4,bear,12,di_bear+mtf_volatility,12133,2227,2244,1.12180283,1.26556669,1.33603896,0.48867616,12,8,0.47641395,0.03225806
h4,bear,12,bb_bear+atr_expand,2608,491,429,1.12117568,1.19786245,1.13723809,0.38746638,12,6,0.38760593,0.02857143
h4,bear,12,volatility+breakout20_down,1855,346,272,1.12105573,1.23749577,1.21505906,0.40489985,12,8,0.46478471,0.00000000
h4,bear,12,volatility+structure_breakout20_down,1855,346,272,1.12105573,1.23749577,1.21505906,0.40489985,12,8,0.46478471,0.00000000
h4,bear,12,mtf_volatility+close_near_low,4393,861,738,1.12100087,1.20772360,1.35414247,0.48021478,12,10,0.50985115,0.13636364
h4,bear,12,mtf_macd_bear+mtf_volatility,11733,2297,2186,1.12059636,1.19832136,1.34508955,0.49185148,12,8,0.46892935,0.00000000
h4,bear,12,price20_cross_down+mtf_di_strong_bear+structure_ll,397,60,64,1.12043639,1.05867083,1.35247645,0.39581601,7,5,0.48163265,0.00000000
h4,bear,12,di_strong_bear+mtf_volatility,9065,1676,1715,1.11987611,1.26894515,1.36425789,0.49645333,12,7,0.48239982,0.04545455
h4,bear,24,atr_expand+mtf_volatility,1172,192,172,1.14092886,1.11972663,0.98355237,0.45465476,11,6,0.54304063,0.28571429
h4,bear,24,breakout20_down+mtf_volatility,1020,170,185,1.13482712,1.25443378,1.25609598,0.60524001,11,9,0.71310501,0.47058824
